Record Date,Creditor Agency Name,Agency ID,Agency Site Type Code,Agency Site ID,Agency Site Name,Source Agency Alpha,Source Agency Numeric,Source Agency Site ID,Agency Name,Payment Agency ID,Agency Type Code,Payment Source Description,Payment Source Code,Payment Category Description,Payment Type Description,Payment Type Code,Payment Type ID,Debt Type Code,Debt Type Description,Taxable Indicator,Total Gross Amount,Total Net Amount,Total Gross Count,Total Net Count,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-10-01,Department of Veterans Affairs,4,Federal,04G4,04-G4-AUGUSTA VAMC 509,04,36,G4,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,7080.03,7080.03,4,4,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G4,04-G4-AUGUSTA VAMC 509,04,51,G4,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,47.09,47.09,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G4,04-G4-AUGUSTA VAMC 509,04,51,G4,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,305.32,305.32,3,3,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G5,04-G5-BIRMINGHAM VAMC 521,04,04,G5,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,760.48,760.48,8,8,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G5,04-G5-BIRMINGHAM VAMC 521,04,10,G5,Department of the Treasury / BPD,10,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,914.07,914.07,1,1,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,30,01,U. S. Secret Service,80,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1.13,1.13,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G5,04-G5-BIRMINGHAM VAMC 521,04,27,G5,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,7666.23,7666.23,55,55,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G5,04-G5-BIRMINGHAM VAMC 521,04,36,G5,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,11508.20,11508.20,9,9,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G6,04-G6-CHARLESTON VAMC 534,04,27,G6,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,6213.14,6213.14,50,50,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G6,04-G6-CHARLESTON VAMC 534,04,36,G6,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,1011.98,1011.98,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G6,04-G6-CHARLESTON VAMC 534,04,51,G6,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,1962.03,1962.03,4,4,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G6,04-G6-CHARLESTON VAMC 534,04,51,G6,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,270.72,270.72,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,12,G7,Defense Finance and Accounting Svc.,11,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,911.89,911.89,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,18,G7,Office of Personnel Management,17,Federal,Office of Personnel Management,OPM,TDO,OPM EFT,OE,8,FN,FEDERAL NON-TAX,N,192.65,192.65,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,21,G7,Railroad Retirement Board,45,Federal,Railroad Benefit,RRB,TDO,RRB EFT,RE,9,FN,FEDERAL NON-TAX,N,88.98,88.98,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,27,G7,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,124.00,124.00,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,36,G7,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,1461.43,1461.43,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,51,G7,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,4082.98,4082.98,6,6,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G7,04-G7-COLUMBIA VAMC 544,04,51,G7,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,325.86,325.86,3,3,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,04,G8,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,63.33,63.33,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,12,G8,Defense Finance and Accounting Svc.,11,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,225.17,225.17,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,18,G8,Office of Personnel Management,17,Federal,Office of Personnel Management,OPM,TDO,OPM EFT,OE,8,FN,FEDERAL NON-TAX,N,292.20,292.20,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,27,G8,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,100.00,100.00,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,36,G8,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,280.91,280.91,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G8,04-G8-DUBLIN VAMC 557,04,51,G8,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,258.38,258.38,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G9,04-G9-TUSCALOOSA VAMC 679,04,04,G9,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,997.67,997.67,7,7,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04G9,04-G9-TUSCALOOSA VAMC 679,04,27,G9,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,611.33,611.33,4,4,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H1,04-H1-GAINESVILLE VAMC 573,04,04,H1,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,901.11,901.11,3,3,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H1,04-H1-GAINESVILLE VAMC 573,04,12,H1,Defense Finance and Accounting Svc.,11,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,621.89,621.89,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H1,04-H1-GAINESVILLE VAMC 573,04,18,H1,Office of Personnel Management,17,Federal,Office of Personnel Management,OPM,TDO,OPM EFT,OE,8,FN,FEDERAL NON-TAX,N,339.18,339.18,5,5,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H1,04-H1-GAINESVILLE VAMC 573,04,51,H1,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,264.74,151.28,1,0,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H3,04-H3-BAY PINES VAMC 516,04,04,H3,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,44.62,44.62,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H3,04-H3-BAY PINES VAMC 516,04,18,H3,Office of Personnel Management,17,Federal,Office of Personnel Management,OPM,TDO,OPM EFT,OE,8,FN,FEDERAL NON-TAX,N,154.26,154.26,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H3,04-H3-BAY PINES VAMC 516,04,27,H3,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,5030.82,5030.82,39,39,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H3,04-H3-BAY PINES VAMC 516,04,51,H3,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,1053.49,1053.49,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H3,04-H3-BAY PINES VAMC 516,04,51,H3,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,729.45,729.45,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H4,04-H4-MIAMI VAMC 546,04,04,H4,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,81.84,81.84,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H4,04-H4-MIAMI VAMC 546,04,27,H4,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,1236.29,1236.29,14,14,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H4,04-H4-MIAMI VAMC 546,04,51,H4,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,610.20,610.20,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H5,04-H5-W PALM BEACH VAMC 548,04,12,H5,Defense Finance and Accounting Svc.,11,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,1241.58,1241.58,3,3,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,2O,01,Presidio Trust,68,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,877.53,877.53,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H5,04-H5-W PALM BEACH VAMC 548,04,21,H5,Railroad Retirement Board,45,Federal,Railroad Benefit,RRB,TDO,RRB EFT,RE,9,FN,FEDERAL NON-TAX,N,145.12,145.12,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H5,04-H5-W PALM BEACH VAMC 548,04,27,H5,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,146.85,146.85,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H5,04-H5-W PALM BEACH VAMC 548,04,27,H5,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,3893.78,3893.78,27,27,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H6,04-H6-SAN JUAN VAMC 672,04,27,H6,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,1918.86,1918.86,18,18,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H6,04-H6-SAN JUAN VAMC 672,04,41,H6,United States Postal Service,116,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,130.97,130.97,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04H7,04-H7-JAMES A. HALEY VAMCL 673,04,53,H7,Department of the Treasury,134,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,1769.05,1769.05,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I1,04-I1-HUNTINGTON VAMC 581,04,04,I1,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,43.49,43.49,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I1,04-I1-HUNTINGTON VAMC 581,04,27,I1,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,576.20,576.20,3,3,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I2,04-I2-LEXINGTON VAMC 596,04,27,I2,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,358.50,358.50,2,2,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I2,04-I2-LEXINGTON VAMC 596,04,K2,I2,Commonwealth of Kentucky - SRP,221,State,State Vendor,NSV,NTDO,State Vendor,NS,5,FN,FEDERAL NON-TAX,N,15.00,15.00,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I3,04-I3-LOUISVILLE VAMC 603,04,27,I3,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,74.00,74.00,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I3,04-I3-LOUISVILLE VAMC 603,04,36,I3,Dept of Health and Human Services,86,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,FN,FEDERAL NON-TAX,N,43.93,43.93,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I3,04-I3-LOUISVILLE VAMC 603,04,47,I3,USDA National Finance Center,122,Federal,Salary,SAL,NTDO,Salary,NL,10,FN,FEDERAL NON-TAX,N,337.20,337.20,3,3,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I4,04-I4-MEMPHIS VAMC 614,04,27,I4,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,6471.59,6471.59,57,57,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I4,04-I4-MEMPHIS VAMC 614,04,51,I4,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,1106.20,1106.20,5,5,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I4,04-I4-MEMPHIS VAMC 614,04,51,I4,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,148.71,148.71,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I5,04-I5-MOUNTAIN HOME VAMC 621,04,27,I5,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,1580.82,1580.82,18,18,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I5,04-I5-MOUNTAIN HOME VAMC 621,04,51,I5,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,FN,FEDERAL NON-TAX,N,220.27,220.27,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,04,I7,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,FN,FEDERAL NON-TAX,N,70.00,70.00,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,04,I7,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,4232.73,4232.73,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,05,I7,US Department of Education,5,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,4129.01,4129.01,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,18,I7,Office of Personnel Management,17,Federal,Office of Personnel Management,OPM,TDO,OPM EFT,OE,8,FN,FEDERAL NON-TAX,N,695.20,695.20,5,5,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,27,I7,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA Check,SC,11,FN,FEDERAL NON-TAX,N,121.44,121.44,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,27,I7,Social Security Administration,51,Federal,Social Security Administration,SSA,TDO,SSA EFT,SE,11,FN,FEDERAL NON-TAX,N,7484.99,7484.99,58,58,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04I7,04-I7-NASHVILLE VAMC 626,04,27,I7,Social Security Administration,51,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,120.84,120.84,1,1,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,27,01,Social Security Administration,51,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,116.00,116.00,2,2,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,26,01,U.S. Customs & Border Protection,50,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,10447.80,10447.80,15,15,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,22,01,Department of the Interior,46,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2111.42,2111.42,2,2,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,20,01,US Department of Energy,44,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1903.66,1903.66,2,2,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,13,01,Defense Finance and Acct. Svc.,12,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,OS,OTHER STATE,N,7090.89,7090.89,16,16,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,12,01,Defense Finance and Accounting Svc.,11,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,602.22,602.22,5,5,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,11,01,Department of Treasury,7881,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,149.69,149.69,1,1,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,07,01,Dept of Housing & Urban Development,7,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,47.74,47.74,1,1,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,06,01,Small Business Administration,6,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,528.39,528.39,1,1,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,04,01,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,14647.20,14647.20,24,24,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,04,01,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,2060.83,2060.83,14,14,2023,1,2022,4,10,01
2022-10-01,Oregon Dept of Revenue - SRP,253,State,O301,O3-01-OREGON DEPT OF REVENUE,O3,03,01,Dept. of Health & Human Services,3,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,347.52,347.52,4,4,2023,1,2022,4,10,01
2022-10-01,NYS Dept of Taxation and Fin - SIT,252,State,NY01,NY-01-NYS DEPT. OF TAXATION & FINANCE,NY,99,01,Bureau of Fiscal Service,181,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,402.00,402.00,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,59,01,Securities and Exchange Commission,140,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,168.94,168.94,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,51,01,Internal Revenue Service,132,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,146.63,146.63,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,ST,STATE TAX,Y,919476.42,914304.81,1075,1060,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,ST,STATE TAX,Y,973017.20,968772.00,936,920,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,47,01,USDA National Finance Center,122,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,51.37,51.37,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,46,01,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1825.00,1825.00,2,2,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,40,01,US Department of Labor,115,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,680.59,680.59,2,2,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,3E,01,"DFAS - GFEBS, P2P",93,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,503.24,503.24,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,34,01,Environmental Protection Agency,84,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,68.00,68.00,1,1,2023,1,2022,4,10,01
2022-10-01,New Jersey Div of Taxation - SIT,249,State,NJ01,NJ-01-NEW JERSEY DIVISION OF TAXATION,NJ,31,01,National Science Foundation,81,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,200.00,200.00,1,1,2023,1,2022,4,10,01
2022-10-01,Department of Veterans Affairs,4,Federal,04K1,04-K1-SAGINAW VAMC 655,04,51,K1,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,FN,FEDERAL NON-TAX,N,349.32,349.32,2,2,2023,1,2022,4,10,01
2022-10-01,NYS Dept of Taxation and Fin - SIT,252,State,NY01,NY-01-NYS DEPT. OF TAXATION & FINANCE,NY,76,01,Corporation for Natl. & Comm. Svc.,158,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1196.00,1196.00,1,1,2023,1,2022,4,10,01
2022-10-01,NYS Dept of Taxation and Fin - SIT,252,State,NY01,NY-01-NYS DEPT. OF TAXATION & FINANCE,NY,71,01,Department of Health & Human Svcs,153,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,600.00,600.00,2,2,2023,1,2022,4,10,01
2022-10-01,NYS Dept of Taxation and Fin - SIT,252,State,NY01,NY-01-NYS DEPT. OF TAXATION & FINANCE,NY,69,01,Health and Human Service,150,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,525.13,525.13,1,1,2023,1,2022,4,10,01
2022-10-01,NYS Dept of Taxation and Fin - SIT,252,State,NY01,NY-01-NYS DEPT. OF TAXATION & FINANCE,NY,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,ST,STATE TAX,Y,1150068.99,1133048.96,895,877,2023,1,2022,4,10,01
